HI 1215.6701 0.4164 1.0079 0.7600 -1 0.0
HeII 303.918 0.4173 4.0026 0.2400 -1 0.0
CIII 977.020 0.7620 12.011 3.07e-3 0 0.0
CIV 1548.195 0.1908 12.011 3.07e-3 0 0.0
OIV 787.711 0.110 15.9994 9.618e-3 1 0.0
OVI 1031.927 0.1329 15.9994 9.618e-3 1 0.0
NeVIII 770.409 0.103 20.180 1.690e-3 -2 0.2
MgII 2796.352 0.6123 24.305 6.609e-4 -2 0.0
SiIV 1393.755 0.5280 28.086 7.109e-4 2 0.0
