/proj/shuiyao/l25n288-phew-m5/snapshot_076 1.100 1.000 1.200 l25n288-phew-m5
/proj/shuiyao/l25n288-phew-m5/snapshot_080 0.900 0.800 0.000 l25n288-phew-m5
/proj/shuiyao/l25n288-phew-m5/snapshot_084 0.700 0.600 0.800 l25n288-phew-m5
/proj/shuiyao/l25n288-phew-m5/snapshot_088 0.525 0.450 0.600 l25n288-phew-m5
/proj/shuiyao/l25n288-phew-m5/snapshot_092 0.400 0.350 0.450 l25n288-phew-m5
/proj/shuiyao/l25n288-phew-m5/snapshot_096 0.300 0.250 0.350 l25n288-phew-m5
/proj/shuiyao/l25n288-phew-m5/snapshot_100 0.200 0.150 0.250 l25n288-phew-m5
/proj/shuiyao/l25n288-phew-m5/snapshot_104 0.100 0.050 0.150 l25n288-phew-m5
/proj/shuiyao/l25n288-phew-m5/snapshot_108 0.000 -0.05 0.050 l25n288-phew-m5
